id,cidade,area,quartos,banheiros,estacionamento,andares,animais,moveis,taxa_condominio,aluguel,seguro_incendio,total
8738,São Paulo,200,3,3,0,-,true,true,0,450000,,463900
8739,São Paulo,96,3,3,0,6,true,true,47000,357200,,411800
8740,São Paulo,320,4,5,4,-,true,true,30000,650000,,731500
8741,Belo Horizonte,110,3,2,2,1,true,true,38000,215000,,275100
8742,São Paulo,35,1,1,1,11,true,true,44400,329000,,390000
8743,São Paulo,270,4,5,6,-,true,true,0,1100000,,1157000
8744,São Paulo,85,2,1,1,1,true,true,53900,120000,,182900
8745,São Paulo,60,2,2,1,14,true,true,60000,300000,,384800
8746,São Paulo,550,4,5,5,-,true,true,0,500000,,595100
8747,São Paulo,45,1,1,0,11,true,true,41300,380000,,434300
8748,São Paulo,130,3,2,2,-,true,true,0,510000,,536000
8749,Rio de Janeiro,50,1,1,0,1,true,true,25000,80000,,106100
8750,São Paulo,55,2,1,1,3,true,true,80000,180000,,266500
8751,Porto Alegre,47,1,1,1,1,true,true,40000,220000,,263300
8752,Belo Horizonte,192,4,3,3,2,true,true,41200,240000,,304000
8753,São Paulo,70,2,2,2,3,true,true,70000,180000,,258200
8754,Porto Alegre,78,2,1,0,1,true,true,28000,148000,,181400
8755,Porto Alegre,45,1,1,1,1,true,true,32000,90000,,131800
8756,Belo Horizonte,250,2,2,1,-,true,true,1500,90000,,99700
8757,Rio de Janeiro,90,3,1,0,18,true,true,50000,224000,,281100
8758,Rio de Janeiro,186,3,4,2,5,true,true,300000,1300000,,1664000
8759,São Paulo,33,1,1,0,14,true,true,50000,399900,,455000
8760,Porto Alegre,250,5,4,5,-,true,true,0,430000,,446100
8761,Rio de Janeiro,30,1,1,0,4,true,true,30700,175000,,215900
8762,Rio de Janeiro,106,3,1,0,2,true,true,38000,200000,,248600
8763,São Paulo,72,2,2,1,1,true,true,46600,300000,,359800
8764,São Paulo,90,2,1,1,1,true,true,100000,300000,,408900
8765,São Paulo,102,3,2,1,10,true,true,95000,331500,,438200
8766,São Paulo,126,3,3,2,7,true,true,250000,250000,,534900
8767,São Paulo,220,3,2,1,-,true,true,0,500000,,557600
8768,Porto Alegre,42,1,1,1,13,true,true,50000,230000,,288400
8769,São Paulo,69,2,1,1,6,true,true,60000,160000,,222100
8770,São Paulo,50,2,1,1,24,true,true,38000,149000,,188900
8771,São Paulo,120,4,3,2,8,true,true,201000,221000,,458200
8772,São Paulo,160,3,3,3,10,true,true,185000,350000,,545800
8773,São Paulo,31,1,1,0,1,true,true,55000,290000,,348700
8774,São Paulo,70,3,1,1,8,true,true,52300,110000,,163700
8775,São Paulo,37,1,1,1,8,true,true,49000,400000,,463100
8776,São Paulo,63,1,1,1,9,true,true,128300,740000,,906300
8777,Rio de Janeiro,57,2,1,0,7,true,true,43000,150000,,200400
8778,São Paulo,400,3,2,3,-,true,true,0,550000,,666700
8779,São Paulo,370,4,5,6,17,true,true,430000,1400000,,2038000
8780,Rio de Janeiro,255,4,3,0,6,true,true,265000,450000,,790000
8781,São Paulo,110,2,2,1,1,true,true,121600,270000,,509500
8782,Rio de Janeiro,82,2,2,1,4,true,true,190000,240000,,466500
8783,Rio de Janeiro,25,1,1,1,4,true,true,185000,280500,,510900
8784,São Paulo,65,2,2,1,4,true,true,73000,175000,,258600
8785,Belo Horizonte,45,1,1,0,10,true,true,30000,80000,,121900
8786,Rio de Janeiro,95,2,2,2,11,true,true,145000,630000,,809900
8787,Rio de Janeiro,55,1,2,1,2,true,true,65000,120000,,192100
8788,Belo Horizonte,96,3,2,2,1,true,true,60000,230000,,322500
8789,São Paulo,72,2,1,2,5,true,true,60000,320000,,387600
8790,Belo Horizonte,44,2,1,0,4,true,true,14500,89500,,105200
8791,Belo Horizonte,2000,3,3,2,2,true,true,300000,500000,,826700
8792,São Paulo,49,2,1,1,16,true,true,35000,150000,,187000
8793,São Paulo,119,3,2,1,7,true,true,101100,350000,,480300
8794,São Paulo,52,1,1,1,7,true,true,47000,200000,,258500
8795,São Paulo,80,2,1,1,19,true,true,74000,130000,,205700
8796,São Paulo,200,3,3,3,13,true,true,233800,500000,,823700
8797,São Paulo,181,3,4,3,8,true,true,250000,800000,,1151000
8798,Belo Horizonte,220,4,3,2,4,true,true,126300,270000,,426800
8799,Porto Alegre,125,3,3,1,2,true,true,107000,240000,,369000
8800,Campinas,55,1,1,0,1,true,true,55000,91500,,153400
8801,Porto Alegre,28,1,1,0,1,true,true,9900,120000,,132700
8802,Porto Alegre,48,2,1,1,10,true,true,38000,110000,,152400
8803,São Paulo,222,4,3,4,15,true,true,260000,650000,,1018000
8804,São Paulo,138,3,3,2,-,true,true,0,270000,,288200
8805,São Paulo,72,2,1,1,21,true,true,51900,170100,,239700
8806,São Paulo,171,4,4,4,1,true,true,231000,1000000,,1252000
8807,Rio de Janeiro,55,1,2,1,15,true,true,69500,275000,,353100
8808,Rio de Janeiro,120,2,3,1,9,true,true,126400,260000,,412300
8809,São Paulo,102,3,3,2,15,true,true,110000,399000,,529100
8810,São Paulo,118,3,3,2,6,true,true,120000,350000,,527900
8811,São Paulo,55,2,1,0,2,true,true,20000,126000,,147600
8812,Porto Alegre,197,4,3,2,4,true,true,200000,320000,,557200
8813,São Paulo,49,1,1,0,-,true,true,0,135000,,137100
8814,Rio de Janeiro,45,1,1,0,1,true,true,75000,330000,,434200
8815,Campinas,104,2,2,2,7,true,true,110000,420000,,556400
8816,Campinas,73,3,2,2,17,true,true,57000,240000,,312600
8817,Porto Alegre,55,1,1,0,2,true,true,32000,115000,,151700
8818,São Paulo,202,4,4,3,13,true,true,220000,600000,,927700
8819,São Paulo,54,2,1,1,3,true,true,66000,165000,,238100
8820,São Paulo,75,2,1,0,1,true,true,0,120000,,128300
8821,Rio de Janeiro,89,3,2,0,4,true,true,110000,275000,,402400
8822,São Paulo,46,1,1,0,1,true,true,35000,180000,,217300
8823,São Paulo,386,4,6,4,-,true,true,670000,425000,,1168000
8824,Porto Alegre,240,3,3,1,-,true,true,0,400000,,446400
8825,São Paulo,61,3,2,1,4,true,true,55000,300000,,370600
8826,São Paulo,80,2,2,1,3,true,true,70000,220000,,292800
8827,Belo Horizonte,45,2,1,1,4,true,true,18000,130000,,153700
8828,São Paulo,18,1,1,0,-,true,true,0,172000,,174200
8829,São Paulo,30,1,1,1,14,true,true,35000,258000,,304600
8830,São Paulo,300,4,4,6,1,true,true,55000,380000,,443200
8831,São Paulo,69,1,1,1,8,true,true,85700,120000,,217300
8832,Campinas,157,3,2,2,15,true,true,129000,220000,,372600
8833,Rio de Janeiro,30,1,1,0,3,true,true,31400,70000,,102400
8834,Belo Horizonte,32,1,1,0,9,true,true,30000,100000,,141400
8835,Belo Horizonte,83,3,2,2,6,true,true,46800,160000,,222000
8836,São Paulo,55,2,2,2,3,true,true,78000,200100,,294900
8837,São Paulo,70,1,1,1,3,true,true,100000,250000,,368200
8838,São Paulo,20,1,1,0,1,true,true,15000,314200,,339900
8839,Belo Horizonte,298,4,2,3,-,true,true,0,304400,,328000
8840,Belo Horizonte,90,3,2,1,1,true,true,28000,130000,,169800
8841,São Paulo,147,2,2,1,8,true,true,140000,400000,,576500
8842,São Paulo,48,1,1,1,-,true,true,0,200000,,202600
8843,São Paulo,32,1,1,1,9,true,true,150000,340000,,509400
8844,São Paulo,195,4,2,3,15,true,true,147500,250000,,431400
8845,Campinas,350,4,3,4,-,true,true,50000,600000,,709100
8846,São Paulo,74,2,1,0,2,true,true,100,250000,,253400
8847,São Paulo,130,3,2,2,1,true,true,132400,325000,,518700
8848,Campinas,60,2,3,0,1,true,true,93800,194000,,290300
8849,Belo Horizonte,55,2,1,1,9,true,true,65500,130000,,209200
8850,São Paulo,89,3,2,2,4,true,true,105000,154000,,272500
8851,Porto Alegre,70,2,2,2,11,true,true,70000,330000,,416400
8852,Belo Horizonte,141,4,2,1,2,true,true,0,300000,,316700
8853,Belo Horizonte,260,4,2,2,-,true,true,0,250000,,279200
8854,São Paulo,168,4,2,2,-,true,true,0,310000,,327700
8855,Belo Horizonte,24,1,1,1,-,true,true,0,55000,,56000
8856,São Paulo,240,4,4,5,14,true,true,240000,450000,,770800
8857,São Paulo,178,3,4,4,18,true,true,265000,1000000,,1290000
8858,São Paulo,58,2,1,1,1,true,true,50000,238000,,303100
8859,São Paulo,800,4,7,8,-,true,true,1000000,850000,,1884000
8860,São Paulo,180,3,2,2,11,true,true,275000,700000,,1057000
8861,São Paulo,101,3,4,2,4,true,true,103700,614000,,761400
8862,São Paulo,50,1,1,0,1,true,true,15000,83000,,99100
8863,Belo Horizonte,55,2,1,1,4,true,true,19000,60000,,86500
8864,São Paulo,120,2,3,2,-,true,true,0,540000,,548200
8865,Campinas,42,2,1,1,3,true,true,40000,60000,,102300
8866,Belo Horizonte,40,1,1,1,1,true,true,0,86000,,87200
8867,São Paulo,78,2,2,2,8,true,true,140000,580000,,760800
8868,Porto Alegre,144,3,2,1,4,true,true,145000,274000,,450000
8869,Rio de Janeiro,70,3,1,1,7,true,true,68000,120000,,196700
8870,Campinas,440,4,4,4,-,true,true,0,400000,,447800
8871,Porto Alegre,44,1,1,1,7,true,true,60000,125000,,193400
8872,São Paulo,596,4,5,2,-,true,true,0,1500000,,1785000
8873,Porto Alegre,230,3,4,3,-,true,true,230000,1000000,,1290000
8874,Belo Horizonte,100,2,1,0,13,true,true,75000,120000,,364600
8875,São Paulo,300,3,3,8,-,true,true,0,550000,,586900
8876,São Paulo,47,2,1,0,7,true,true,39000,190000,,229800
8877,Campinas,105,3,2,2,6,true,true,120000,162000,,300600
8878,São Paulo,65,2,2,1,14,true,true,61000,130000,,193000
8879,São Paulo,65,3,2,1,2,true,true,51200,186000,,253100
8880,São Paulo,60,2,2,2,6,true,true,105000,210000,,352100
8881,Campinas,314,3,4,3,-,true,true,0,400000,,441000
8882,São Paulo,70,2,1,0,1,true,true,0,180000,,191500
8883,Rio de Janeiro,80,3,2,1,5,true,true,115000,145000,,261900
8884,São Paulo,350,3,5,5,-,true,true,0,550000,,625800
8885,Porto Alegre,52,1,1,0,10,true,true,13000,90000,,104400
8886,São Paulo,380,4,5,6,8,true,true,315000,490000,,985000
8887,Rio de Janeiro,70,1,1,0,1,true,true,63400,240000,,332800
8888,São Paulo,45,2,1,1,4,true,true,43000,236400,,290100
8889,São Paulo,44,1,1,1,9,true,true,178500,293000,,495800
8890,São Paulo,142,4,4,3,15,true,true,166100,287000,,512700
8891,Belo Horizonte,96,3,1,1,11,true,true,57500,220000,,295900
8892,São Paulo,88,2,3,2,4,true,true,120000,280300,,453500
8893,São Paulo,169,3,4,3,9,true,true,180000,890000,,1140000
8894,Rio de Janeiro,40,1,1,0,2,true,true,35000,90000,,126200
8895,São Paulo,45,1,1,0,-,true,true,0,95000,,96500
8896,Rio de Janeiro,320,3,2,0,5,true,true,230000,600000,,867000
8897,São Paulo,82,1,2,1,1,true,true,100000,1100000,,1217000
8898,São Paulo,180,3,4,3,15,true,true,220000,890000,,1200000
8899,São Paulo,340,4,4,4,4,true,true,310000,850000,,1311000
8900,Belo Horizonte,100,3,3,1,4,true,true,80000,230000,,333700
8901,São Paulo,160,3,3,3,9,true,true,240000,1000000,,1311000
8902,São Paulo,160,4,4,3,9,true,true,218400,650000,,962500
8903,Campinas,100,3,2,2,3,true,true,88500,120000,,218100
8904,São Paulo,33,1,1,1,12,true,true,55200,415000,,485000
8905,São Paulo,35,1,2,1,2,true,true,33500,187000,,221200
8906,Porto Alegre,52,2,2,1,12,true,true,35000,190000,,232000
8907,São Paulo,180,3,2,2,6,true,true,206600,550000,,815400
8908,São Paulo,180,3,2,1,-,true,true,0,300000,,320900
8909,São Paulo,300,4,4,4,12,true,true,300000,1000000,,1429000
8910,São Paulo,79,2,1,0,-,true,true,0,205000,,229400
8911,Porto Alegre,66,2,1,0,4,true,true,45000,130000,,181100
8912,São Paulo,26,1,1,0,2,true,true,0,206000,,208700
8913,São Paulo,367,4,5,6,1,true,true,438400,800000,,1460000
8914,Campinas,60,2,1,1,7,true,true,48600,90000,,147200
8915,São Paulo,80,2,3,1,5,true,true,8000,180000,,190800
8916,Rio de Janeiro,50,2,1,0,-,true,true,0,117000,,125800
8917,Rio de Janeiro,100,3,1,0,2,true,true,129000,125000,,269500
8918,São Paulo,250,3,4,3,13,true,true,280000,600000,,971100
8919,Porto Alegre,40,1,1,1,7,true,true,130000,120000,,258600
8920,São Paulo,68,2,2,1,8,true,true,60000,240000,,315600
8921,São Paulo,35,1,1,1,14,true,true,170000,200000,,400100
8922,Porto Alegre,46,2,1,1,-,true,true,23600,75000,,101300
8923,São Paulo,21,1,1,0,2,true,true,0,320000,,328300
8924,Rio de Janeiro,45,1,1,0,8,true,true,169000,390000,,564100
8925,Belo Horizonte,107,3,2,2,2,true,true,58500,240000,,320100
8926,São Paulo,220,3,3,5,-,true,true,0,750000,,761300
8927,São Paulo,380,5,7,4,-,true,true,0,800000,,889600
8928,São Paulo,150,3,3,2,20,true,true,230000,400000,,676800
8929,Rio de Janeiro,15,1,1,0,2,true,true,0,100000,,101300
8930,São Paulo,35,1,1,0,1,true,true,25000,130500,,157200
8931,São Paulo,120,3,4,2,1,true,true,150000,300000,,520900
8932,São Paulo,24,2,2,1,13,true,true,99300,550000,,670400
8933,Porto Alegre,70,2,2,1,2,true,true,50000,272000,,333500
8934,Porto Alegre,50,1,2,0,-,true,true,25000,110000,,136700
8935,São Paulo,220,3,4,4,10,true,true,350000,700000,,1159000
8936,São Paulo,180,3,4,3,3,true,true,160000,350000,,521000
8937,Porto Alegre,148,3,2,3,3,true,true,100000,300000,,421100
8938,São Paulo,52,2,1,1,7,true,true,63300,134000,,199800
8939,Porto Alegre,48,2,1,0,1,true,true,10000,70000,,81100
8940,São Paulo,160,4,5,2,22,true,true,120000,680000,,858700
8941,São Paulo,40,1,1,0,1,true,true,0,100000,,106900
8942,São Paulo,40,1,1,0,2,true,true,68500,250000,,321700
8943,Campinas,143,3,2,3,-,true,true,0,170000,,179600
8944,Campinas,550,3,4,8,-,true,true,0,460000,,505000
8945,São Paulo,35,1,1,1,3,true,true,0,420000,,427100
8946,Porto Alegre,50,2,1,0,18,true,true,50000,130000,,181900
8947,São Paulo,210,4,4,3,9,true,true,210000,910000,,1198000
8948,São Paulo,60,2,2,2,2,true,true,86000,184000,,288900
8949,São Paulo,217,4,4,3,3,true,true,418000,500000,,1079000
8950,Rio de Janeiro,300,3,3,2,5,true,true,500000,1133000,,1981000
8951,Rio de Janeiro,45,1,1,0,-,true,true,25000,200000,,232600
8952,São Paulo,230,5,3,0,-,true,true,0,720000,,765200
8953,Campinas,139,3,5,3,3,true,true,109000,670000,,810700
8954,São Paulo,48,2,1,0,3,true,true,10000,135000,,146800
8955,São Paulo,145,3,3,3,6,true,true,110000,1200000,,1392000
8956,Porto Alegre,65,1,1,0,3,true,true,31100,135000,,220600
8957,Porto Alegre,180,3,3,2,3,true,true,40000,270000,,339000
8958,São Paulo,438,5,6,5,-,true,true,0,1200000,,1300000
8959,São Paulo,100,2,2,1,10,true,true,130000,197900,,353000
8960,Rio de Janeiro,430,4,4,2,6,true,true,350000,1000000,,1475000
8961,São Paulo,315,4,5,5,20,true,true,250000,400000,,752900
8962,Porto Alegre,374,3,4,2,-,true,true,250000,825000,,1137000
8963,São Paulo,270,3,2,1,9,true,true,230000,392000,,630400
8964,Campinas,92,2,3,2,5,true,true,126000,420000,,578900
8965,Porto Alegre,220,3,3,2,8,true,true,163600,1000000,,1233000
8966,São Paulo,243,4,3,3,16,true,true,375400,200000,,710400
8967,Porto Alegre,240,3,3,7,-,true,true,0,340000,,381000
8968,São Paulo,260,4,5,5,3,true,true,0,1500000,,1519000
8969,Porto Alegre,63,3,2,2,11,true,true,54700,205000,,268100
8970,São Paulo,238,4,5,3,1,true,true,250000,1500000,,1793000
8971,São Paulo,60,2,2,2,15,true,true,69200,190000,,270700
8972,São Paulo,82,2,2,0,3,true,true,65000,160000,,227600
8973,Campinas,74,3,1,1,3,true,true,35000,100000,,141700
8974,Belo Horizonte,40,1,1,2,11,true,true,100000,350000,,461000
8975,Porto Alegre,70,3,1,1,3,true,true,42400,110000,,154100
8976,Belo Horizonte,83,3,2,3,18,true,true,74500,205000,,302100
8977,São Paulo,55,2,1,0,-,true,true,38000,135000,,174800
8978,São Paulo,290,3,2,2,-,true,true,0,800000,,945500
8979,Rio de Janeiro,250,5,3,4,-,true,true,0,500000,,549400
8980,São Paulo,350,4,3,4,10,true,true,160000,750000,,1016000
8981,São Paulo,330,5,4,2,-,true,true,0,765000,,848500
8982,Campinas,82,3,3,2,4,true,true,55000,150000,,222300
8983,São Paulo,60,2,2,1,8,true,true,70000,142000,,219700
8984,Rio de Janeiro,74,2,1,0,1,true,true,114800,190000,,328500
8985,Belo Horizonte,160,3,3,2,4,true,true,15000,240000,,282600
8986,Porto Alegre,483,4,4,0,4,true,true,200000,490000,,813900
8987,São Paulo,35,1,1,0,16,true,true,56000,299900,,370000
8988,São Paulo,285,4,4,3,16,true,true,110000,450000,,601700
8989,Belo Horizonte,50,2,1,1,3,true,true,23000,110000,,137300
8990,Rio de Janeiro,77,2,2,0,4,true,true,70000,195000,,276400
8991,São Paulo,76,2,2,1,8,true,true,82500,160000,,247900
8992,Porto Alegre,200,2,1,0,-,true,true,0,280000,,285000
8993,São Paulo,300,5,4,5,-,true,true,0,850000,,868800
8994,Rio de Janeiro,105,3,2,1,13,true,true,120000,1200000,,1381000
8995,Campinas,55,1,1,1,7,true,true,48000,70000,,123400
8996,Porto Alegre,75,2,2,1,5,true,true,45000,165000,,222500
8997,Campinas,276,3,4,3,11,true,true,259000,700000,,1027000
8998,Belo Horizonte,70,2,2,1,3,true,true,52300,105000,,168700
8999,São Paulo,460,7,5,5,-,true,true,100,900000,,1227000
9000,Rio de Janeiro,135,4,2,2,13,true,true,130000,648900,,834000
9001,Belo Horizonte,64,2,1,1,1,true,true,21000,120000,,142600
9002,Belo Horizonte,76,2,1,1,1,true,true,27700,70000,,104600
9003,São Paulo,170,6,4,4,-,true,true,0,720000,,730900
9004,Belo Horizonte,85,2,1,1,1,true,true,73500,215000,,311200
9005,Campinas,49,2,1,1,-,true,true,0,100000,,101300
9006,Rio de Janeiro,128,4,2,0,2,true,true,110000,200000,,313600
9007,São Paulo,96,3,2,2,10,true,true,161600,161000,,340900
9008,Rio de Janeiro,45,1,1,1,1,true,true,143700,300000,,485800
9009,São Paulo,32,1,1,1,2,true,true,150000,325000,,509200
9010,Porto Alegre,37,1,1,0,4,true,true,34000,150000,,193100
9011,Belo Horizonte,335,4,4,4,-,true,true,0,1000000,,1084000
9012,Rio de Janeiro,56,2,1,1,3,true,true,86000,150000,,247000
9013,São Paulo,330,1,3,8,-,true,true,0,314700,,319500
9014,Rio de Janeiro,21,1,1,0,2,true,true,0,280000,,283700
9015,São Paulo,300,5,5,4,-,true,true,0,650000,,712300
9016,Porto Alegre,373,4,4,4,-,true,true,35000,680000,,737100
9017,São Paulo,53,2,1,1,7,true,true,60000,120000,,187600
9018,São Paulo,156,3,3,3,20,true,true,160000,490000,,748000
9019,Porto Alegre,80,2,1,0,2,true,true,18000,125000,,144900
9020,São Paulo,74,2,2,2,8,true,true,87000,330000,,448200
9021,São Paulo,103,3,2,1,-,true,true,0,420000,,451400
9022,Belo Horizonte,458,8,10,4,-,true,true,0,700000,,753400
9023,Belo Horizonte,98,2,1,0,-,true,true,0,150000,,158300
9024,São Paulo,40,1,1,0,-,true,true,100,100000,,102300
9025,São Paulo,65,1,1,0,3,true,true,18500,130000,,156500
9026,São Paulo,70,1,1,0,4,true,true,43000,130000,,176400
9027,Porto Alegre,55,1,1,1,14,true,true,46000,320000,,373700
9028,São Paulo,129,3,4,3,6,true,true,165000,250000,,461600
9029,Porto Alegre,46,1,1,1,1,true,true,27000,75000,,104600
9030,Porto Alegre,225,4,4,2,-,true,true,80000,444500,,567600
9031,São Paulo,215,3,1,1,18,true,true,110000,400000,,539100
9032,São Paulo,100,3,3,2,-,true,true,12000,200000,,215100
9033,Campinas,68,1,1,1,10,true,true,60000,100000,,166100
9034,São Paulo,82,3,1,1,8,true,true,70900,150000,,233600
9035,Rio de Janeiro,90,2,3,0,2,true,true,62000,215000,,285800
9036,São Paulo,250,5,2,6,-,true,true,0,900000,,1055000
9037,São Paulo,392,4,4,4,-,true,true,0,1000000,,1140000
9038,Rio de Janeiro,134,3,4,2,3,true,true,190000,700000,,945700
9039,Campinas,53,2,1,1,1,true,true,31000,51000,,84300
9040,Rio de Janeiro,165,2,2,0,2,true,true,0,250000,,254400
9041,São Paulo,59,2,1,1,3,true,true,27000,140000,,210500
9042,Porto Alegre,55,1,1,1,3,true,true,34000,90000,,130400
9043,Rio de Janeiro,80,2,2,1,12,true,true,58000,180900,,262400
9044,Rio de Janeiro,71,2,1,1,2,true,true,95000,314000,,432100
9045,Porto Alegre,200,3,3,2,-,true,true,100,598000,,626300
9046,São Paulo,47,1,1,0,1,true,true,49000,120000,,173200
9047,São Paulo,78,1,1,2,8,true,true,198000,600000,,837400
9048,Porto Alegre,70,2,1,0,9,true,true,0,175000,,177600
9049,Belo Horizonte,44,1,1,1,11,true,true,52000,350000,,429200
9050,São Paulo,56,2,1,1,7,true,true,38000,150000,,194000
9051,Belo Horizonte,70,3,2,2,10,true,true,36000,156000,,202100
9052,São Paulo,150,3,3,2,12,true,true,165000,400000,,584300
9053,Rio de Janeiro,60,1,1,0,4,true,true,140000,200000,,361800
9054,Belo Horizonte,200,3,4,4,10,true,true,290000,550000,,949500
9055,São Paulo,250,4,5,4,5,true,true,300000,1000000,,1313000
9056,São Paulo,250,4,5,3,-,true,true,0,500000,,564100
9057,Porto Alegre,40,1,1,1,10,true,true,21000,118000,,142800
9058,São Paulo,117,4,5,4,10,true,true,152300,317500,,545000
9059,Campinas,104,3,1,0,3,true,true,60000,65000,,132800
9060,Rio de Janeiro,120,3,1,0,3,true,true,80000,450000,,559200
9061,Belo Horizonte,125,3,2,0,7,true,true,130000,296800,,458200
9062,São Paulo,33,2,1,0,6,true,true,30000,190000,,222500
9063,Rio de Janeiro,99,3,2,1,10,true,true,108000,350000,,481800
9064,São Paulo,63,1,1,0,12,true,true,87000,260000,,350300
9065,Rio de Janeiro,43,2,1,0,12,true,true,58600,200000,,267500
9066,São Paulo,61,2,2,2,2,true,true,102300,316000,,449400
9067,Rio de Janeiro,76,2,2,1,8,true,true,120000,370000,,511500
9068,Porto Alegre,52,2,1,1,-,true,true,35000,95000,,139800
9069,São Paulo,39,1,1,0,3,true,true,35000,170000,,207200
9070,Porto Alegre,126,3,1,1,4,true,true,113700,220000,,349500
9071,São Paulo,305,2,3,0,10,true,true,350000,500000,,923100
9072,São Paulo,80,2,2,0,3,true,true,93100,270000,,366600
9073,Rio de Janeiro,85,2,1,1,4,true,true,45000,170000,,227200
9074,Porto Alegre,74,3,2,2,13,true,true,40200,230000,,279400
9075,Rio de Janeiro,130,3,2,1,3,true,true,130300,230000,,380500
9076,São Paulo,113,3,2,1,6,true,true,100000,300000,,408900
9077,São Paulo,108,2,1,3,-,true,true,0,500000,,533600
9078,São Paulo,270,4,4,4,-,true,true,0,1080000,,1176000
9079,São Paulo,111,3,4,3,1,true,true,250000,270000,,593900
9080,Rio de Janeiro,142,3,2,1,1,true,true,173200,286800,,488400
9081,Porto Alegre,48,1,1,1,5,true,true,24000,110000,,137300
9082,São Paulo,76,3,2,2,10,true,true,36500,250000,,293400
9083,São Paulo,42,1,1,0,13,true,true,76000,226000,,319600
9084,São Paulo,500,4,5,4,-,true,true,0,1275000,,1503000
9085,São Paulo,375,4,4,4,22,true,true,491600,470000,,1270000
9086,Rio de Janeiro,690,4,5,2,21,true,true,479800,950000,,1572000
9087,São Paulo,172,4,4,3,1,true,true,180000,750000,,1019000
9088,Rio de Janeiro,15,1,1,0,-,true,true,0,70000,,71000
9089,Rio de Janeiro,130,3,2,2,5,true,true,225000,650000,,924900
9090,São Paulo,90,3,2,2,2,true,true,132000,170000,,326700
9091,Campinas,68,3,2,2,9,true,true,55000,270000,,336100
9092,São Paulo,260,4,4,4,-,true,true,0,1400000,,1605000
9093,São Paulo,87,2,3,2,1,true,true,120000,356000,,529800
9094,São Paulo,80,2,1,0,-,true,true,0,150000,,152300
9095,São Paulo,20,1,1,0,6,true,true,60200,180000,,255500
9096,São Paulo,140,2,1,2,-,true,true,0,500000,,566000
9097,São Paulo,45,2,1,1,1,true,true,17600,130000,,155700
9098,Campinas,230,3,4,4,5,true,true,180000,1000000,,1264000
9099,São Paulo,125,3,3,2,4,true,true,155000,300000,,523900
9100,Rio de Janeiro,80,2,1,0,3,true,true,80000,136000,,218700
9101,São Paulo,22,1,1,1,8,true,true,58700,450000,,529500
9102,Campinas,280,4,3,3,-,true,true,0,216700,,236900
9103,São Paulo,126,3,4,3,6,true,true,250000,320000,,632000
9104,Porto Alegre,64,3,2,1,1,true,true,60000,162000,,224400
9105,Rio de Janeiro,70,2,1,1,3,true,true,95000,380000,,492400
9106,São Paulo,65,2,1,0,-,true,true,0,120000,,125300
9107,Porto Alegre,98,3,1,0,1,true,true,40000,105000,,155000
9108,Belo Horizonte,136,3,3,2,6,true,true,23000,270000,,320000
9109,São Paulo,80,2,2,2,-,true,true,0,246500,,250300
9110,Porto Alegre,54,2,1,1,8,true,true,30000,100000,,136500
9111,Porto Alegre,55,1,1,1,2,true,true,30000,100000,,136500
9112,Rio de Janeiro,190,3,2,1,4,true,true,180000,510000,,738300
9113,São Paulo,130,3,2,2,8,true,true,131000,650000,,823100
9114,São Paulo,54,2,1,1,1,true,true,67000,193200,,268300
9115,São Paulo,200,3,4,4,2,true,true,330000,1200000,,1662000
9116,São Paulo,150,3,3,2,3,true,true,210000,360000,,624500
9117,São Paulo,205,3,4,4,13,true,true,170000,600000,,842700
9118,São Paulo,310,3,3,2,-,true,true,0,1040000,,1056000
9119,São Paulo,250,3,4,4,-,true,true,0,450000,,490200
9120,São Paulo,60,2,1,1,1,true,true,0,110000,,111400
9121,São Paulo,66,2,2,1,5,true,true,75000,298000,,376800
9122,São Paulo,176,3,4,3,20,true,true,200400,950000,,1221000
9123,Porto Alegre,48,1,1,0,4,true,true,25000,130000,,160300
9124,Rio de Janeiro,90,2,1,0,3,true,true,94000,349000,,470900
9125,Porto Alegre,67,2,2,1,9,true,true,30000,170000,,202500
9126,Belo Horizonte,55,2,1,1,8,true,true,16000,90000,,107200
9127,São Paulo,50,2,2,1,14,true,true,52000,155000,,219000
9128,Rio de Janeiro,140,3,1,1,3,true,true,120000,409000,,534300
9129,Rio de Janeiro,18,1,1,0,14,true,true,54000,88000,,153300
9130,Belo Horizonte,120,4,3,2,2,true,true,0,325000,,329400
9131,Campinas,50,1,1,0,1,true,true,29800,85000,,117400
9132,São Paulo,220,3,4,3,-,true,true,0,460000,,479600
9133,São Paulo,25,1,1,1,4,true,true,144900,307000,,525800
9134,Belo Horizonte,230,4,2,1,2,true,true,30000,285000,,337800
9135,São Paulo,80,2,1,0,-,true,true,0,220000,,223400
9136,São Paulo,180,3,3,2,7,true,true,300000,700000,,1038000
9137,Rio de Janeiro,62,2,1,0,-,true,true,5000,130000,,137000
9138,Porto Alegre,440,3,2,3,5,true,true,10000,1050000,,1084000
9139,São Paulo,200,3,3,3,3,true,true,316200,479000,,888900
9140,Porto Alegre,180,3,2,3,2,true,true,0,510000,,542500
9141,Porto Alegre,300,8,3,0,-,true,true,0,510000,,544100
9142,Belo Horizonte,360,6,2,0,-,true,true,100,600000,,678800
9143,Rio de Janeiro,55,2,2,0,6,true,true,74000,200000,,298600
9144,São Paulo,400,4,6,4,-,true,true,0,1500000,,1710000
9145,São Paulo,19,1,1,0,-,true,true,0,120000,,125700
